Settlement Date,Settlement Period,Market Index Data Provider Id,Market Index Volume(MWh),Market Index Price(£/MWh)
15-Aug-2016,25,N2EXMIDP,0,0
15-Aug-2016,25,APXMIDP,907.8,28.87
15-Aug-2016,26,APXMIDP,974.2,28.59
15-Aug-2016,26,N2EXMIDP,0,0
15-Aug-2016,27,APXMIDP,766.15,25.84
15-Aug-2016,27,N2EXMIDP,0,0
15-Aug-2016,28,APXMIDP,868.6,25.95
15-Aug-2016,28,N2EXMIDP,0,0
15-Aug-2016,29,APXMIDP,886,25.77
15-Aug-2016,29,N2EXMIDP,0,0
15-Aug-2016,30,APXMIDP,889.6,25.55
15-Aug-2016,30,N2EXMIDP,0,0
15-Aug-2016,31,APXMIDP,857.8,27.41
15-Aug-2016,31,N2EXMIDP,0,0
15-Aug-2016,32,N2EXMIDP,0,0
15-Aug-2016,32,APXMIDP,800.3,27.84
15-Aug-2016,33,N2EXMIDP,0,0
15-Aug-2016,33,APXMIDP,770.2,28.09
15-Aug-2016,34,APXMIDP,965,29.3
15-Aug-2016,34,N2EXMIDP,0,0
15-Aug-2016,35,N2EXMIDP,0,0
15-Aug-2016,35,APXMIDP,882.05,35.49
15-Aug-2016,36,N2EXMIDP,0,0
15-Aug-2016,36,APXMIDP,837.75,37.33
15-Aug-2016,37,N2EXMIDP,0,0
15-Aug-2016,37,APXMIDP,836.6,38.33
15-Aug-2016,38,APXMIDP,836.4,37.22
15-Aug-2016,38,N2EXMIDP,0,0
15-Aug-2016,39,N2EXMIDP,0,0
15-Aug-2016,39,APXMIDP,629.05,40.96
15-Aug-2016,40,APXMIDP,564.9,41.35
15-Aug-2016,40,N2EXMIDP,0,0
15-Aug-2016,41,N2EXMIDP,0,0
15-Aug-2016,41,APXMIDP,559.85,43.1
15-Aug-2016,42,N2EXMIDP,0,0
15-Aug-2016,42,APXMIDP,694.3,47.69
15-Aug-2016,43,N2EXMIDP,0,0
15-Aug-2016,43,APXMIDP,807.5,52.61
15-Aug-2016,44,N2EXMIDP,0,0
15-Aug-2016,44,APXMIDP,878.7,41.2
15-Aug-2016,45,N2EXMIDP,0,0
15-Aug-2016,45,APXMIDP,941.8,35.4
15-Aug-2016,46,N2EXMIDP,0,0
15-Aug-2016,46,APXMIDP,1075.15,34.91
15-Aug-2016,47,N2EXMIDP,0,0
15-Aug-2016,47,APXMIDP,318.75,34.99
15-Aug-2016,48,APXMIDP,432.5,30.01
15-Aug-2016,48,N2EXMIDP,0,0
16-Aug-2016,1,APXMIDP,363.9,28.17
16-Aug-2016,1,N2EXMIDP,0,0
16-Aug-2016,2,APXMIDP,356.2,29.81
16-Aug-2016,2,N2EXMIDP,0,0
16-Aug-2016,3,APXMIDP,171.65,26.04
16-Aug-2016,3,N2EXMIDP,0,0
16-Aug-2016,4,N2EXMIDP,0,0
16-Aug-2016,4,APXMIDP,168.15,26.8
16-Aug-2016,5,N2EXMIDP,0,0
16-Aug-2016,5,APXMIDP,333.8,27.37
16-Aug-2016,6,APXMIDP,245.55,27.06
16-Aug-2016,6,N2EXMIDP,0,0
16-Aug-2016,7,APXMIDP,249.75,25.69
16-Aug-2016,7,N2EXMIDP,0,0
16-Aug-2016,8,APXMIDP,169.5,25.24
16-Aug-2016,8,N2EXMIDP,0,0
16-Aug-2016,9,APXMIDP,183.45,26.1
16-Aug-2016,9,N2EXMIDP,0,0
16-Aug-2016,10,APXMIDP,148.7,25.5
16-Aug-2016,10,N2EXMIDP,0,0
16-Aug-2016,11,APXMIDP,190,27.49
16-Aug-2016,11,N2EXMIDP,0,0
16-Aug-2016,12,APXMIDP,211.85,27.24
16-Aug-2016,12,N2EXMIDP,0,0
16-Aug-2016,13,APXMIDP,391.6,28.5
16-Aug-2016,13,N2EXMIDP,0,0
16-Aug-2016,14,APXMIDP,645.75,28.16
16-Aug-2016,14,N2EXMIDP,0,0
16-Aug-2016,15,APXMIDP,355.55,29.29
16-Aug-2016,15,N2EXMIDP,0,0
16-Aug-2016,16,N2EXMIDP,0,0
16-Aug-2016,16,APXMIDP,235.2,36.15
16-Aug-2016,17,APXMIDP,234.7,44.98
16-Aug-2016,17,N2EXMIDP,0,0
16-Aug-2016,18,N2EXMIDP,0,0
16-Aug-2016,18,APXMIDP,392.3,54.84
16-Aug-2016,19,APXMIDP,756.85,51.1
16-Aug-2016,19,N2EXMIDP,0,0
16-Aug-2016,20,N2EXMIDP,0,0
16-Aug-2016,20,APXMIDP,579.45,40.86
16-Aug-2016,21,N2EXMIDP,0,0
16-Aug-2016,21,APXMIDP,527.5,39.9
16-Aug-2016,22,APXMIDP,558,36.74
16-Aug-2016,22,N2EXMIDP,0,0
16-Aug-2016,23,N2EXMIDP,0,0
16-Aug-2016,23,APXMIDP,462.2,31.99
16-Aug-2016,24,N2EXMIDP,0,0
16-Aug-2016,24,APXMIDP,471.3,31.69
16-Aug-2016,25,N2EXMIDP,0,0
16-Aug-2016,25,APXMIDP,492.5,29.98
16-Aug-2016,26,APXMIDP,529.95,29
16-Aug-2016,26,N2EXMIDP,0,0
16-Aug-2016,27,APXMIDP,559.55,29.42
16-Aug-2016,27,N2EXMIDP,0,0
16-Aug-2016,28,APXMIDP,645.45,28.77
16-Aug-2016,28,N2EXMIDP,0,0
16-Aug-2016,29,APXMIDP,560.95,29.12
16-Aug-2016,29,N2EXMIDP,0,0
16-Aug-2016,30,APXMIDP,527.25,29.2
16-Aug-2016,30,N2EXMIDP,0,0
16-Aug-2016,31,APXMIDP,507.75,28.07
16-Aug-2016,31,N2EXMIDP,0,0
16-Aug-2016,32,N2EXMIDP,0,0
16-Aug-2016,32,APXMIDP,428.75,27.72
16-Aug-2016,33,N2EXMIDP,0,0
16-Aug-2016,33,APXMIDP,403.1,28.32
16-Aug-2016,34,APXMIDP,415.1,30.32
16-Aug-2016,34,N2EXMIDP,0,0
16-Aug-2016,35,N2EXMIDP,0,0
16-Aug-2016,35,APXMIDP,351.95,43.6
16-Aug-2016,36,N2EXMIDP,0,0
16-Aug-2016,36,APXMIDP,654.3,53.29
16-Aug-2016,37,N2EXMIDP,0,0
16-Aug-2016,37,APXMIDP,599.15,56.98
16-Aug-2016,38,APXMIDP,647.4,56.31
16-Aug-2016,38,N2EXMIDP,0,0
16-Aug-2016,39,N2EXMIDP,0,0
16-Aug-2016,39,APXMIDP,662.6,54.93
16-Aug-2016,40,APXMIDP,648.75,55.58
16-Aug-2016,40,N2EXMIDP,0,0
16-Aug-2016,41,N2EXMIDP,0,0
16-Aug-2016,41,APXMIDP,655.85,54.31
16-Aug-2016,42,N2EXMIDP,0,0
16-Aug-2016,42,APXMIDP,653.95,55.91
16-Aug-2016,43,N2EXMIDP,0,0
16-Aug-2016,43,APXMIDP,556.95,52.67
16-Aug-2016,44,N2EXMIDP,0,0
16-Aug-2016,44,APXMIDP,524.5,39.12
16-Aug-2016,45,N2EXMIDP,0,0
16-Aug-2016,45,APXMIDP,629.65,35.7
16-Aug-2016,46,N2EXMIDP,0,0
16-Aug-2016,46,APXMIDP,830.25,33.96
16-Aug-2016,47,N2EXMIDP,0,0
16-Aug-2016,47,APXMIDP,434.85,35.27
16-Aug-2016,48,APXMIDP,723.85,35.28
16-Aug-2016,48,N2EXMIDP,0,0
17-Aug-2016,1,APXMIDP,340,32.34
17-Aug-2016,1,N2EXMIDP,0,0
17-Aug-2016,2,APXMIDP,240.3,31.15
17-Aug-2016,2,N2EXMIDP,0,0
17-Aug-2016,3,APXMIDP,265.75,30.41
17-Aug-2016,3,N2EXMIDP,0,0
17-Aug-2016,4,N2EXMIDP,0,0
17-Aug-2016,4,APXMIDP,264.1,29.98
17-Aug-2016,5,N2EXMIDP,0,0
17-Aug-2016,5,APXMIDP,184.65,28.92
17-Aug-2016,6,APXMIDP,209.7,28.41
17-Aug-2016,6,N2EXMIDP,0,0
17-Aug-2016,7,APXMIDP,180.5,24.41
17-Aug-2016,7,N2EXMIDP,0,0
17-Aug-2016,8,APXMIDP,197,24.37
17-Aug-2016,8,N2EXMIDP,0,0
17-Aug-2016,9,APXMIDP,260.6,26.71
17-Aug-2016,9,N2EXMIDP,0,0
17-Aug-2016,10,APXMIDP,311.5,27.93
17-Aug-2016,10,N2EXMIDP,0,0
17-Aug-2016,11,APXMIDP,248.15,29.07
17-Aug-2016,11,N2EXMIDP,0,0
17-Aug-2016,12,APXMIDP,315.2,29.69
17-Aug-2016,12,N2EXMIDP,0,0
17-Aug-2016,13,APXMIDP,540.85,32.83
17-Aug-2016,13,N2EXMIDP,0,0
17-Aug-2016,14,APXMIDP,535.7,31.34
17-Aug-2016,14,N2EXMIDP,0,0
17-Aug-2016,15,APXMIDP,320.05,35.54
17-Aug-2016,15,N2EXMIDP,0,0
17-Aug-2016,16,N2EXMIDP,0,0
17-Aug-2016,16,APXMIDP,410.1,36.4
17-Aug-2016,17,APXMIDP,450.5,43.41
17-Aug-2016,17,N2EXMIDP,0,0
17-Aug-2016,18,N2EXMIDP,0,0
17-Aug-2016,18,APXMIDP,394,47.71
17-Aug-2016,19,APXMIDP,719.25,46.49
17-Aug-2016,19,N2EXMIDP,0,0
17-Aug-2016,20,N2EXMIDP,0,0
17-Aug-2016,20,APXMIDP,678.85,44.85
17-Aug-2016,21,N2EXMIDP,0,0
17-Aug-2016,21,APXMIDP,732.25,43.02
17-Aug-2016,22,APXMIDP,680.25,44.27
17-Aug-2016,22,N2EXMIDP,0,0
17-Aug-2016,23,N2EXMIDP,0,0
17-Aug-2016,23,APXMIDP,485.25,43.09
17-Aug-2016,24,N2EXMIDP,0,0
17-Aug-2016,24,APXMIDP,525.6,41.9
17-Aug-2016,25,N2EXMIDP,0,0
17-Aug-2016,25,APXMIDP,520.7,42.23
17-Aug-2016,26,APXMIDP,573.6,41.31
17-Aug-2016,26,N2EXMIDP,0,0
17-Aug-2016,27,APXMIDP,482.65,35.84
17-Aug-2016,27,N2EXMIDP,0,0
17-Aug-2016,28,APXMIDP,598.1,35.7
17-Aug-2016,28,N2EXMIDP,0,0
17-Aug-2016,29,APXMIDP,473.75,36.15
17-Aug-2016,29,N2EXMIDP,0,0
17-Aug-2016,30,APXMIDP,609.3,36.35
17-Aug-2016,30,N2EXMIDP,0,0
17-Aug-2016,31,APXMIDP,489.45,38.95
17-Aug-2016,31,N2EXMIDP,0,0
17-Aug-2016,32,N2EXMIDP,0,0
17-Aug-2016,32,APXMIDP,461.9,38.75
17-Aug-2016,33,N2EXMIDP,0,0
17-Aug-2016,33,APXMIDP,427.25,39.22
17-Aug-2016,34,APXMIDP,538.8,45.65
17-Aug-2016,34,N2EXMIDP,0,0
17-Aug-2016,35,N2EXMIDP,0,0
17-Aug-2016,35,APXMIDP,599.2,51.83
17-Aug-2016,36,N2EXMIDP,0,0
17-Aug-2016,36,APXMIDP,757.55,58.46
17-Aug-2016,37,N2EXMIDP,0,0
17-Aug-2016,37,APXMIDP,846.7,59.18
17-Aug-2016,38,APXMIDP,879.5,56.37
17-Aug-2016,38,N2EXMIDP,0,0
17-Aug-2016,39,N2EXMIDP,0,0
17-Aug-2016,39,APXMIDP,892,44.65
17-Aug-2016,40,APXMIDP,870,44.1
17-Aug-2016,40,N2EXMIDP,0,0
17-Aug-2016,41,N2EXMIDP,0,0
17-Aug-2016,41,APXMIDP,1015.45,45.39
17-Aug-2016,42,N2EXMIDP,0,0
17-Aug-2016,42,APXMIDP,965.45,47.03
17-Aug-2016,43,N2EXMIDP,0,0
17-Aug-2016,43,APXMIDP,935.85,49.61
17-Aug-2016,44,N2EXMIDP,0,0
17-Aug-2016,44,APXMIDP,883.3,41.13
17-Aug-2016,45,N2EXMIDP,0,0
17-Aug-2016,45,APXMIDP,923.85,39.46
17-Aug-2016,46,N2EXMIDP,0,0
17-Aug-2016,46,APXMIDP,1104.75,36.66
17-Aug-2016,47,N2EXMIDP,0,0
17-Aug-2016,47,APXMIDP,756.95,37.48
17-Aug-2016,48,APXMIDP,847,34.06
17-Aug-2016,48,N2EXMIDP,0,0
18-Aug-2016,1,N2EXMIDP,0,0
18-Aug-2016,1,APXMIDP,448.5,31.92
18-Aug-2016,2,N2EXMIDP,0,0
18-Aug-2016,2,APXMIDP,451.25,31.72
18-Aug-2016,3,N2EXMIDP,0,0
18-Aug-2016,3,APXMIDP,371.7,29.18
18-Aug-2016,4,N2EXMIDP,0,0
18-Aug-2016,4,APXMIDP,360,29.13
18-Aug-2016,5,N2EXMIDP,0,0
18-Aug-2016,5,APXMIDP,222.3,29.4
18-Aug-2016,6,N2EXMIDP,0,0
18-Aug-2016,6,APXMIDP,213.5,29.31
18-Aug-2016,7,N2EXMIDP,0,0
18-Aug-2016,7,APXMIDP,287.8,27.47
18-Aug-2016,8,N2EXMIDP,0,0
18-Aug-2016,8,APXMIDP,310.3,27.63
18-Aug-2016,9,N2EXMIDP,0,0
18-Aug-2016,9,APXMIDP,300.3,27.76
18-Aug-2016,10,N2EXMIDP,0,0
18-Aug-2016,10,APXMIDP,285.05,27.48
18-Aug-2016,11,N2EXMIDP,0,0
18-Aug-2016,11,APXMIDP,247.15,29.27
18-Aug-2016,12,N2EXMIDP,0,0
18-Aug-2016,12,APXMIDP,248.5,28.52
18-Aug-2016,13,N2EXMIDP,0,0
18-Aug-2016,13,APXMIDP,363.1,29.79
18-Aug-2016,14,N2EXMIDP,0,0
18-Aug-2016,14,APXMIDP,501.55,27.93
18-Aug-2016,15,N2EXMIDP,0,0
18-Aug-2016,15,APXMIDP,679.2,28.07
18-Aug-2016,16,N2EXMIDP,0,0
18-Aug-2016,16,APXMIDP,576.65,30.69
18-Aug-2016,17,N2EXMIDP,0,0
18-Aug-2016,17,APXMIDP,235.8,34.06
18-Aug-2016,18,N2EXMIDP,0,0
18-Aug-2016,18,APXMIDP,271.75,37.36
18-Aug-2016,19,N2EXMIDP,0,0
18-Aug-2016,19,APXMIDP,307.4,43.49
18-Aug-2016,20,N2EXMIDP,0,0
18-Aug-2016,20,APXMIDP,442.05,44.27
18-Aug-2016,21,N2EXMIDP,0,0
18-Aug-2016,21,APXMIDP,460,36.88
18-Aug-2016,22,N2EXMIDP,0,0
18-Aug-2016,22,APXMIDP,548.85,35.38
18-Aug-2016,23,N2EXMIDP,0,0
18-Aug-2016,23,APXMIDP,562.45,34.56
18-Aug-2016,24,N2EXMIDP,0,0
18-Aug-2016,24,APXMIDP,571.85,34.88
18-Aug-2016,25,N2EXMIDP,0,0
18-Aug-2016,25,APXMIDP,586.45,34.35
18-Aug-2016,26,N2EXMIDP,0,0
18-Aug-2016,26,APXMIDP,597.75,33.94
18-Aug-2016,27,N2EXMIDP,0,0
18-Aug-2016,27,APXMIDP,588.45,31.11
18-Aug-2016,28,N2EXMIDP,0,0
18-Aug-2016,28,APXMIDP,617.95,30.76
18-Aug-2016,29,N2EXMIDP,0,0
18-Aug-2016,29,APXMIDP,613.95,30.78
18-Aug-2016,30,N2EXMIDP,0,0
18-Aug-2016,30,APXMIDP,619.9,31.13
18-Aug-2016,31,N2EXMIDP,0,0
18-Aug-2016,31,APXMIDP,383.65,32.99
18-Aug-2016,32,N2EXMIDP,0,0
18-Aug-2016,32,APXMIDP,425.05,33.16
18-Aug-2016,33,N2EXMIDP,0,0
18-Aug-2016,33,APXMIDP,375.65,36.05
18-Aug-2016,34,N2EXMIDP,0,0
18-Aug-2016,34,APXMIDP,445.25,63
18-Aug-2016,35,N2EXMIDP,0,0
18-Aug-2016,35,APXMIDP,509.6,56.42
18-Aug-2016,36,N2EXMIDP,0,0
18-Aug-2016,36,APXMIDP,640.05,58.77
18-Aug-2016,37,N2EXMIDP,0,0
18-Aug-2016,37,APXMIDP,719.3,58.63
18-Aug-2016,38,N2EXMIDP,0,0
18-Aug-2016,38,APXMIDP,778.45,56.32
18-Aug-2016,39,N2EXMIDP,0,0
18-Aug-2016,39,APXMIDP,792.55,46.21
18-Aug-2016,40,N2EXMIDP,0,0
18-Aug-2016,40,APXMIDP,600.75,42.37
18-Aug-2016,41,N2EXMIDP,0,0
18-Aug-2016,41,APXMIDP,601.65,39.23
18-Aug-2016,42,N2EXMIDP,0,0
18-Aug-2016,42,APXMIDP,655.3,43
18-Aug-2016,43,N2EXMIDP,0,0
18-Aug-2016,43,APXMIDP,798.55,46.65
18-Aug-2016,44,N2EXMIDP,0,0
18-Aug-2016,44,APXMIDP,465.65,36.58
18-Aug-2016,45,N2EXMIDP,0,0
18-Aug-2016,45,APXMIDP,725.55,34.7
18-Aug-2016,46,N2EXMIDP,0,0
18-Aug-2016,46,APXMIDP,1004.9,32.97
18-Aug-2016,47,N2EXMIDP,0,0
18-Aug-2016,47,APXMIDP,386.2,35.43
18-Aug-2016,48,N2EXMIDP,0,0
18-Aug-2016,48,APXMIDP,367.5,28.66
19-Aug-2016,1,APXMIDP,363.4,27.66
19-Aug-2016,1,N2EXMIDP,0,0
19-Aug-2016,2,APXMIDP,316.9,24.77
19-Aug-2016,2,N2EXMIDP,0,0
19-Aug-2016,3,APXMIDP,190,25.51
19-Aug-2016,3,N2EXMIDP,0,0
19-Aug-2016,4,N2EXMIDP,0,0
19-Aug-2016,4,APXMIDP,222.05,25.35
19-Aug-2016,5,N2EXMIDP,0,0
19-Aug-2016,5,APXMIDP,231.9,24.69
19-Aug-2016,6,APXMIDP,202.1,24.53
19-Aug-2016,6,N2EXMIDP,0,0
19-Aug-2016,7,APXMIDP,192,25.17
19-Aug-2016,7,N2EXMIDP,0,0
19-Aug-2016,8,APXMIDP,213.85,24.93
19-Aug-2016,8,N2EXMIDP,0,0
19-Aug-2016,9,APXMIDP,191.55,25.24
19-Aug-2016,9,N2EXMIDP,0,0
19-Aug-2016,10,APXMIDP,277.3,24.06
19-Aug-2016,10,N2EXMIDP,0,0
19-Aug-2016,11,APXMIDP,149.55,24.76
19-Aug-2016,11,N2EXMIDP,0,0
19-Aug-2016,12,APXMIDP,337.95,25.24
19-Aug-2016,12,N2EXMIDP,0,0
19-Aug-2016,13,APXMIDP,304.5,27.78
19-Aug-2016,13,N2EXMIDP,0,0
19-Aug-2016,14,APXMIDP,421.4,28.23
19-Aug-2016,14,N2EXMIDP,0,0
19-Aug-2016,15,APXMIDP,320.2,24.31
19-Aug-2016,15,N2EXMIDP,0,0
19-Aug-2016,16,N2EXMIDP,0,0
19-Aug-2016,16,APXMIDP,350.4,28.34
19-Aug-2016,17,APXMIDP,419,29.36
19-Aug-2016,17,N2EXMIDP,0,0
19-Aug-2016,18,N2EXMIDP,0,0
19-Aug-2016,18,APXMIDP,276.6,33.68
19-Aug-2016,19,APXMIDP,218.05,40.46
19-Aug-2016,19,N2EXMIDP,0,0
19-Aug-2016,20,N2EXMIDP,0,0
19-Aug-2016,20,APXMIDP,358.2,42.08
19-Aug-2016,21,N2EXMIDP,0,0
19-Aug-2016,21,APXMIDP,518.15,43.99
19-Aug-2016,22,APXMIDP,596.9,44.4
19-Aug-2016,22,N2EXMIDP,0,0
19-Aug-2016,23,N2EXMIDP,0,0
19-Aug-2016,23,APXMIDP,531.55,41.28
19-Aug-2016,24,N2EXMIDP,0,0
19-Aug-2016,24,APXMIDP,583.95,39.88
19-Aug-2016,25,N2EXMIDP,0,0
19-Aug-2016,25,APXMIDP,558.9,39.69
19-Aug-2016,26,APXMIDP,620.5,37.59
19-Aug-2016,26,N2EXMIDP,0,0
19-Aug-2016,27,APXMIDP,634.2,32.84
19-Aug-2016,27,N2EXMIDP,0,0
19-Aug-2016,28,APXMIDP,643.25,31.11
19-Aug-2016,28,N2EXMIDP,0,0
19-Aug-2016,29,APXMIDP,825.25,30.9
19-Aug-2016,29,N2EXMIDP,0,0
19-Aug-2016,30,APXMIDP,856.7,30.09
19-Aug-2016,30,N2EXMIDP,0,0
19-Aug-2016,31,APXMIDP,1061.9,29.3
19-Aug-2016,31,N2EXMIDP,0,0
19-Aug-2016,32,N2EXMIDP,0,0
19-Aug-2016,32,APXMIDP,941.65,29.78
19-Aug-2016,33,N2EXMIDP,0,0
19-Aug-2016,33,APXMIDP,784.1,30.52
19-Aug-2016,34,APXMIDP,891.25,32.27
19-Aug-2016,34,N2EXMIDP,0,0
19-Aug-2016,35,N2EXMIDP,0,0
19-Aug-2016,35,APXMIDP,1035.1,35.12
19-Aug-2016,36,N2EXMIDP,0,0
19-Aug-2016,36,APXMIDP,872.2,33.63
19-Aug-2016,37,N2EXMIDP,0,0
19-Aug-2016,37,APXMIDP,959.35,32.55
19-Aug-2016,38,APXMIDP,924.7,31.55
19-Aug-2016,38,N2EXMIDP,0,0
19-Aug-2016,39,N2EXMIDP,0,0
19-Aug-2016,39,APXMIDP,1253.35,33.07
19-Aug-2016,40,APXMIDP,1210.05,32.33
19-Aug-2016,40,N2EXMIDP,0,0
19-Aug-2016,41,N2EXMIDP,0,0
19-Aug-2016,41,APXMIDP,1181.3,32.1
19-Aug-2016,42,N2EXMIDP,0,0
19-Aug-2016,42,APXMIDP,1247.85,32.12
19-Aug-2016,43,N2EXMIDP,0,0
19-Aug-2016,43,APXMIDP,1351.8,31.64
19-Aug-2016,44,N2EXMIDP,0,0
19-Aug-2016,44,APXMIDP,1315.7,31.74
19-Aug-2016,45,N2EXMIDP,0,0
19-Aug-2016,45,APXMIDP,1592.35,31.04
19-Aug-2016,46,N2EXMIDP,0,0
19-Aug-2016,46,APXMIDP,1627,30.99
19-Aug-2016,47,N2EXMIDP,0,0
19-Aug-2016,47,APXMIDP,1116.95,34.27
19-Aug-2016,48,APXMIDP,905.7,39.91
19-Aug-2016,48,N2EXMIDP,0,0
20-Aug-2016,1,N2EXMIDP,0,0
20-Aug-2016,1,APXMIDP,622.8,39.97
20-Aug-2016,2,N2EXMIDP,0,0
20-Aug-2016,2,APXMIDP,702.5,37.81
20-Aug-2016,3,N2EXMIDP,0,0
20-Aug-2016,3,APXMIDP,521.7,40.29
20-Aug-2016,4,N2EXMIDP,0,0
20-Aug-2016,4,APXMIDP,422.8,36.59
20-Aug-2016,5,N2EXMIDP,0,0
20-Aug-2016,5,APXMIDP,417.95,35.03
20-Aug-2016,6,N2EXMIDP,0,0
20-Aug-2016,6,APXMIDP,384.7,31.39
20-Aug-2016,7,N2EXMIDP,0,0
20-Aug-2016,7,APXMIDP,536.9,25.56
20-Aug-2016,8,N2EXMIDP,0,0
20-Aug-2016,8,APXMIDP,568.8,25.39
20-Aug-2016,9,N2EXMIDP,0,0
20-Aug-2016,9,APXMIDP,589.8,25.36
20-Aug-2016,10,N2EXMIDP,0,0
20-Aug-2016,10,APXMIDP,597.1,25.38
20-Aug-2016,11,N2EXMIDP,0,0
20-Aug-2016,11,APXMIDP,390.25,26.65
20-Aug-2016,12,N2EXMIDP,0,0
20-Aug-2016,12,APXMIDP,403,26.79
20-Aug-2016,13,N2EXMIDP,0,0
20-Aug-2016,13,APXMIDP,466.1,27.76
20-Aug-2016,14,N2EXMIDP,0,0
20-Aug-2016,14,APXMIDP,661.25,29.38
20-Aug-2016,15,N2EXMIDP,0,0
20-Aug-2016,15,APXMIDP,429.45,27.51
20-Aug-2016,16,N2EXMIDP,0,0
20-Aug-2016,16,APXMIDP,453.5,29.94
20-Aug-2016,17,N2EXMIDP,0,0
20-Aug-2016,17,APXMIDP,596.95,32.23
20-Aug-2016,18,N2EXMIDP,0,0
20-Aug-2016,18,APXMIDP,521.75,29.04
20-Aug-2016,19,N2EXMIDP,0,0
20-Aug-2016,19,APXMIDP,658.75,29.27
20-Aug-2016,20,N2EXMIDP,0,0
20-Aug-2016,20,APXMIDP,645.3,29.34
20-Aug-2016,21,N2EXMIDP,0,0
20-Aug-2016,21,APXMIDP,716.25,29
20-Aug-2016,22,N2EXMIDP,0,0
20-Aug-2016,22,APXMIDP,727.75,28.75
20-Aug-2016,23,N2EXMIDP,0,0
20-Aug-2016,23,APXMIDP,801.45,28.36
20-Aug-2016,24,N2EXMIDP,0,0
20-Aug-2016,24,APXMIDP,787.3,28.19
20-Aug-2016,25,N2EXMIDP,0,0
20-Aug-2016,25,APXMIDP,739.4,28.21
20-Aug-2016,26,N2EXMIDP,0,0
20-Aug-2016,26,APXMIDP,792.25,28.06
20-Aug-2016,27,N2EXMIDP,0,0
20-Aug-2016,27,APXMIDP,703.85,27.22
20-Aug-2016,28,N2EXMIDP,0,0
20-Aug-2016,28,APXMIDP,583,26.26
20-Aug-2016,29,N2EXMIDP,0,0
20-Aug-2016,29,APXMIDP,808.05,25.9
20-Aug-2016,30,N2EXMIDP,0,0
20-Aug-2016,30,APXMIDP,934.6,24.22
20-Aug-2016,31,N2EXMIDP,0,0
20-Aug-2016,31,APXMIDP,831.1,24.23
20-Aug-2016,32,N2EXMIDP,0,0
20-Aug-2016,32,APXMIDP,966.3,24.36
20-Aug-2016,33,N2EXMIDP,0,0
20-Aug-2016,33,APXMIDP,842.3,24.42
20-Aug-2016,34,N2EXMIDP,0,0
20-Aug-2016,34,APXMIDP,694.6,25.25
20-Aug-2016,35,N2EXMIDP,0,0
20-Aug-2016,35,APXMIDP,409.4,26.08
20-Aug-2016,36,N2EXMIDP,0,0
20-Aug-2016,36,APXMIDP,507.3,25.38
20-Aug-2016,37,N2EXMIDP,0,0
20-Aug-2016,37,APXMIDP,603.9,25.55
20-Aug-2016,38,N2EXMIDP,0,0
20-Aug-2016,38,APXMIDP,516.9,26.38
20-Aug-2016,39,N2EXMIDP,0,0
20-Aug-2016,39,APXMIDP,418.7,32.24
20-Aug-2016,40,N2EXMIDP,0,0
20-Aug-2016,40,APXMIDP,359.75,31.79
20-Aug-2016,41,N2EXMIDP,0,0
20-Aug-2016,41,APXMIDP,317.6,34.69
20-Aug-2016,42,N2EXMIDP,0,0
20-Aug-2016,42,APXMIDP,400.9,36
20-Aug-2016,43,N2EXMIDP,0,0
20-Aug-2016,43,APXMIDP,424.5,36.53
20-Aug-2016,44,N2EXMIDP,0,0
20-Aug-2016,44,APXMIDP,433.85,28.37
20-Aug-2016,45,N2EXMIDP,0,0
20-Aug-2016,45,APXMIDP,550.65,30.77
20-Aug-2016,46,N2EXMIDP,0,0
20-Aug-2016,46,APXMIDP,765.35,26.84
20-Aug-2016,47,N2EXMIDP,0,0
20-Aug-2016,47,APXMIDP,333.25,38.44
20-Aug-2016,48,N2EXMIDP,0,0
20-Aug-2016,48,APXMIDP,352.1,35.77
21-Aug-2016,1,APXMIDP,223.45,33.64
21-Aug-2016,1,N2EXMIDP,0,0
21-Aug-2016,2,APXMIDP,220.2,29.73
21-Aug-2016,2,N2EXMIDP,0,0
21-Aug-2016,3,APXMIDP,217.45,30.78
21-Aug-2016,3,N2EXMIDP,0,0
21-Aug-2016,4,N2EXMIDP,0,0
21-Aug-2016,4,APXMIDP,243.85,31.47
21-Aug-2016,5,N2EXMIDP,0,0
21-Aug-2016,5,APXMIDP,316,25.03
21-Aug-2016,6,APXMIDP,292.9,19.72
21-Aug-2016,6,N2EXMIDP,0,0
21-Aug-2016,7,APXMIDP,375.05,12.05
21-Aug-2016,7,N2EXMIDP,0,0
21-Aug-2016,8,APXMIDP,287.25,12.41
21-Aug-2016,8,N2EXMIDP,0,0
21-Aug-2016,9,APXMIDP,335.8,12.54
21-Aug-2016,9,N2EXMIDP,0,0
21-Aug-2016,10,APXMIDP,357.1,11.52
21-Aug-2016,10,N2EXMIDP,0,0
21-Aug-2016,11,APXMIDP,474.5,10.12
21-Aug-2016,11,N2EXMIDP,0,0
21-Aug-2016,12,APXMIDP,461.5,8.79
21-Aug-2016,12,N2EXMIDP,0,0
21-Aug-2016,13,APXMIDP,403.25,10.4
21-Aug-2016,13,N2EXMIDP,0,0
21-Aug-2016,14,APXMIDP,422.8,11.42
21-Aug-2016,14,N2EXMIDP,0,0
21-Aug-2016,15,APXMIDP,1307.3,17.55
21-Aug-2016,15,N2EXMIDP,0,0
21-Aug-2016,16,N2EXMIDP,0,0
